timestamp_us,status
8446879999,200
8446889999,200
8447690000,200
8447690000,200
8448480000,200
8448490000,200
8449280000,200
8449290000,200
8450080000,200
8450090000,200
8450879999,200
8450889999,200
8451680000,200
8451690000,200
8452480000,200
8452490000,200
8453280000,200
8453290000,200
8454080000,200
8454090000,200
8454879999,200
8454889999,200
8455680000,200
8455690000,200
8456480000,200
8456490000,200
8457280000,200
8457290000,200
8458080000,200
8458090000,200
8458920000,200
8458920000,200
8459680000,200
8459690000,200
8460480000,200
8460490000,200
8461280000,200
8461290000,200
8462080000,200
8462090000,200
8462879999,200
8462889999,200
8463680000,200
8463690000,200
8464480000,200
8464490000,200
8465280000,200
8465290000,200
8466080000,200
8466090000,200
8466879999,200
8466889999,200
8467680000,200
8467690000,200
8468480000,200
8468490000,200
8469280000,200
8469290000,200
8470080000,200
8470090000,200
8470879999,200
8470879999,200
8471680000,200
8471690000,200
8472480000,200
8472490000,200
8473280000,200
8473290000,200
8474080000,200
8474090000,200
8474879999,200
8474889999,200
8475680000,200
8475690000,200
8476480000,200
8476490000,200
8477280000,200
8477290000,200
8478080000,200
8478090000,200
8478879999,200
8478889999,200
8479680000,200
8479690000,200
8480480000,200
8480490000,200
8481280000,200
8481290000,200
8482080000,200
8482090000,200
8482879999,200
8482889999,200
8483680000,200
8483690000,200
8484480000,200
8484490000,200
8485280000,200
8485290000,200
8486080000,200
8486889999,200
8487690000,200
8488490000,200
8489290000,200
8489690000,200
8489690000,200
8489770000,200
8489770000,200
8489770000,200
8490080000,200
8490080000,200
8490879999,200
8490879999,200
