timestamp_us,status
5614700000,200
5614700000,200
5615500000,200
5615500000,200
5616300000,200
5616390000,200
5617100000,200
5617100000,200
5617900000,200
5617900000,200
5618700000,200
5618700000,200
5619500000,200
5619500000,200
5620300000,200
5620300000,200
5621100000,200
5621100000,200
5621900000,200
5621900000,200
5622700000,200
5622700000,200
5623500000,200
5623500000,200
5624300000,200
5624300000,200
5625100000,200
5625100000,200
5625900000,200
5625900000,200
5626700000,200
5626700000,200
5627500000,200
5627500000,200
5628300000,200
5628300000,200
5629100000,200
5629100000,200
5629900000,200
5629900000,200
5630700000,200
5630700000,200
5631500000,200
5631500000,200
5632300000,200
5632390000,200
5633100000,200
5633100000,200
5633900000,200
5633900000,200
5634700000,200
5634700000,200
5635500000,200
5635500000,200
5636300000,200
5636300000,200
5637100000,200
5637100000,200
5637900000,200
5637900000,200
5638700000,200
5638700000,200
5639500000,200
5639500000,200
5640300000,200
5640300000,200
5641100000,200
5641100000,200
5641900000,200
5641910000,200
5642700000,200
5642790000,200
5643500000,200
5643500000,200
5644300000,200
5644300000,200
5645100000,200
5645100000,200
5645900000,200
5645900000,200
5646700000,200
5646700000,200
5647500000,200
5647580000,200
5648300000,200
5648300000,200
5649100000,200
5649100000,200
5649900000,200
5649900000,200
5650700000,200
5650700000,200
5651500000,200
5651510000,200
5652300000,200
5652300000,200
5653100000,200
5653100000,200
5653900000,200
5653900000,200
5654700000,200
5654700000,200
5655510000,200
5655510000,200
5656300000,200
5656300000,200
5657100000,200
5657110000,200
5657920000,200
5657930000,200
5658700000,200
5658700000,200
5659500000,200
5659500000,200
5660300000,200
5660300000,200
5661100000,200
5661100000,200
5661900000,200
5661900000,200
5662700000,200
5662710000,200
5663560000,200
5663570000,200
5664300000,200
5664300000,200
5665100000,200
5665100000,200
5665900000,200
5665900000,200
5666700000,200
5666700000,200
5667500000,200
5667500000,200
5668300000,200
5668380000,200
5669100000,200
5669100000,200
5669900000,200
5669900000,200
5670700000,200
5670710000,200
5671500000,200
5671500000,200
5672300000,200
5672300000,200
5673100000,200
5673100000,200
5673900000,200
5673900000,200
5674700000,200
5674700000,200
5675500000,200
5675500000,200
5676300000,200
5676300000,200
5677100000,200
5677100000,200
5677900000,200
5677900000,200
5678700000,200
5678710000,200
5679500000,200
5679500000,200
5680300000,200
5680300000,200
5681100000,200
5681100000,200
5681900000,200
5681900000,200
5682700000,200
5682700000,200
5683500000,200
5683510000,200
5684300000,200
5684310000,200
5685100000,200
5685100000,200
5685900000,200
5685900000,200
5686700000,200
5686700000,200
5687500000,200
5687500000,200
5688300000,200
5688390000,200
5689100000,200
5689100000,200
5689900000,200
5689900000,200
5690700000,200
5690700000,200
5691500000,200
5691590000,200
5692300000,200
5692300000,200
5693100000,200
5693100000,200
5693900000,200
5693900000,200
5694700000,200
5694710000,200
5695510000,200
5695510000,200
5696300000,200
5696300000,200
5697100000,200
5697100000,200
5697900000,200
5697900000,200
5698700000,200
5698710000,200
5699500000,200
5699510000,200
5700300000,200
5700390000,200
5701100000,200
5701110000,200
5701900000,200
5701900000,200
5702700000,200
5702700000,200
5703500000,200
5703590000,200
5704300000,200
5704390000,200
5705100000,200
5705100000,200
5705900000,200
5705900000,200
5706700000,200
5706700000,200
5707500000,200
5707500000,200
5708300000,200
5708310000,200
5709100000,200
5709100000,200
5709900000,200
5709900000,200
5710700000,200
5710700000,200
5711500000,200
5711500000,200
5712300000,200
5712300000,200
5713100000,200
5713110000,200
5713900000,200
5713900000,200
5714700000,200
5714700000,200
5715500000,200
5715510000,200
5716300000,200
5716390000,200
5717100000,200
5717100000,200
5717900000,200
5717900000,200
5718700000,200
5718710000,200
5719500000,200
5719500000,200
5720300000,200
5720300000,200
5721100000,200
5721100000,200
5721900000,200
5721900000,200
5722700000,200
5722700000,200
5723500000,200
5723500000,200
5724300000,200
5724310000,200
5725100000,200
5725100000,200
5725900000,200
5725900000,200
5726700000,200
5726710000,200
5727500000,200
5727500000,200
5728300000,200
5728300000,200
5729100000,200
5729100000,200
5729900000,200
5729900000,200
5730700000,200
5730700000,200
5731500000,200
5731500000,200
5732300000,200
5732300000,200
5733100000,200
5733100000,200
5733900000,200
5733900000,200
5734700000,200
