timestamp_us,status
4670770000,200
4670770000,200
4671570000,200
4671570000,200
4672370000,200
4672370000,200
4673170000,200
4673170000,200
4673970000,200
4673970000,200
4674770000,200
4674770000,200
4675570000,200
4675580000,200
4676370000,200
4676370000,200
4677170000,200
4677170000,200
4677970000,200
4677970000,200
4678770000,200
4678780000,200
4679570000,200
4679570000,200
4680370000,200
4680370000,200
4681170000,200
4681170000,200
4681970000,200
4681980000,200
4682770000,200
4682770000,200
4683570000,200
4683570000,200
4684370000,200
4684370000,200
4685170000,200
4685170000,200
4685970000,200
4685970000,200
4686770000,200
4686770000,200
4687570000,200
4687570000,200
4688370000,200
4688370000,200
4689170000,200
4689170000,200
4689970000,200
4690070000,200
4690770000,200
4690770000,200
4691570000,200
4691570000,200
4692370000,200
4692370000,200
4693170000,200
4693170000,200
4693970000,200
4693970000,200
4694770000,200
4694770000,200
4695570000,200
4695570000,200
4696370000,200
4696370000,200
4697170000,200
4697170000,200
4697970000,200
4697970000,200
4698770000,200
4698770000,200
4699570000,200
4699570000,200
4700370000,200
4700380000,200
4701170000,200
4701170000,200
4701970000,200
4701970000,200
4702770000,200
4702770000,200
4703570000,200
4703570000,200
4704370000,200
4704370000,200
4705170000,200
4705170000,200
4705970000,200
4705970000,200
4706770000,200
4706770000,200
4707570000,200
4707570000,200
4708370000,200
4708370000,200
4709170000,200
4709170000,200
4709970000,200
4709970000,200
4710770000,200
4710770000,200
4711570000,200
4711580000,200
4712370000,200
4712370000,200
4713170000,200
4713170000,200
4713970000,200
4713970000,200
