timestamp_us,status
3286860000,200
3286860000,200
3287660000,200
3287660000,200
3288460000,200
3288460000,200
3289260000,200
3289260000,200
3290060000,200
3290060000,200
3290860000,200
3290860000,200
3291660000,200
3291660000,200
3292460000,200
3292470000,200
3293260000,200
3293260000,200
3294060000,200
3294060000,200
3294860000,200
3294860000,200
3295660000,200
3295660000,200
3296460000,200
3296460000,200
3297260000,200
3297260000,200
3298060000,200
3298060000,200
3298860000,200
3298860000,200
3299660000,200
3299660000,200
3300460000,200
3300460000,200
3301260000,200
3301260000,200
3302060000,200
3302060000,200
3302860000,200
3302860000,200
3303660000,200
3303660000,200
3304460000,200
3304460000,200
3305260000,200
3305260000,200
3306060000,200
3306060000,200
3306860000,200
3306860000,200
3307660000,200
3307660000,200
3308460000,200
3308460000,200
3309260000,200
3309260000,200
3310060000,200
3310060000,200
3310860000,200
3310860000,200
3311660000,200
3311660000,200
3312460000,200
3312460000,200
3313260000,200
3313260000,200
3314060000,200
3314060000,200
3314860000,200
3314860000,200
3315660000,200
3315660000,200
3316460000,200
3316460000,200
3317260000,200
3317260000,200
3318060000,200
3318060000,200
3318860000,200
3318860000,200
3319660000,200
3319660000,200
3320460000,200
3320460000,200
3321260000,200
3321260000,200
3322060000,200
3322060000,200
3322860000,200
3322860000,200
3323660000,200
3323660000,200
3324460000,200
3324460000,200
3325260000,200
3325260000,200
3326060000,200
3326060000,200
3326860000,200
3326860000,200
3327660000,502
3327660000,502
3330460000,504
3330460000,502
3330460000,502
3330460000,504
3330460000,502
3332460000,504
3332650000,200
3332650000,200
3332750000,200
3332860000,504
3332860000,200
3332860000,200
3333270000,200
3333270000,200
3334060000,200
3334060000,200
3334860000,200
3334860000,200
3335660000,200
3335660000,200
3336460000,200
3336460000,200
3337260000,200
3337260000,200
3338060000,200
3338060000,200
3338860000,200
3338860000,200
3339660000,200
3339660000,200
3340460000,200
3340460000,200
3341260000,200
3341260000,200
3342060000,200
3342060000,200
3342860000,200
3342860000,200
3343660000,200
3343660000,200
3344460000,200
3344460000,200
3345260000,200
3345260000,200
3346060000,200
3346060000,200
3346860000,200
3346860000,200
3347660000,200
3347660000,200
3348460000,200
3348460000,200
3349260000,200
3349260000,200
3350060000,200
3350060000,200
3350860000,200
3350860000,200
3351660000,200
3351660000,200
3352460000,200
3352460000,200
3353260000,200
3353260000,200
3354060000,200
3354060000,200
3354860000,200
3354860000,200
3355660000,200
3355660000,200
3356460000,200
3356460000,200
3357260000,200
3357260000,200
3358060000,200
3358060000,200
3358860000,200
3358860000,200
3359660000,200
3359670000,200
3360460000,200
3360460000,200
3361260000,200
3361260000,200
3362060000,200
3362060000,200
3362860000,200
3362860000,200
3363660000,200
3363660000,200
3364460000,200
3364460000,200
3365260000,200
3365260000,200
3366060000,200
3366060000,200
3366860000,200
3366860000,200
3367660000,200
3367660000,200
3368460000,200
3368460000,200
3369260000,200
3369260000,200
3370060000,200
3370060000,200
3370860000,200
3370860000,200
3371660000,200
3371660000,200
3372460000,200
3372460000,200
3373260000,200
3373260000,200
3374060000,200
3374060000,200
3374860000,200
3374860000,200
3375660000,200
3375660000,200
3376460000,200
3376460000,200
3377260000,200
3377260000,200
3378060000,200
3378060000,200
3378860000,200
3378860000,200
3379660000,200
3379660000,200
3380460000,200
3380460000,200
3381260000,200
3381260000,200
3382060000,200
3382060000,200
3382860000,200
3382860000,200
3383660000,200
3383660000,200
3384460000,200
3384460000,200
3385260000,200
3385260000,200
3386060000,200
3386060000,200
3386860000,200
3386860000,200
3387660000,200
3387660000,200
3388460000,200
3388460000,200
3389260000,200
3389260000,200
3390060000,200
3390060000,200
3390860000,200
3390860000,200
3391660000,200
3391660000,200
3392460000,200
3392460000,200
3393260000,200
3393260000,200
3394060000,200
3394060000,200
3394860000,200
3394860000,200
3395660000,200
3395660000,200
3396460000,200
3396460000,200
3397260000,200
3397260000,200
3398060000,200
3398060000,200
3398860000,200
3398860000,200
3399660000,200
3399660000,200
3400460000,200
3400460000,200
3401260000,200
3401260000,200
3402060000,200
3402060000,200
3402860000,200
3402860000,200
3403660000,200
3403660000,200
3404460000,200
3404460000,200
3405260000,200
3405260000,200
3406060000,200
3406060000,200
3406860000,200
